Month,Place_Type,Climate,Trip_Duration_Days,Companions,Interest,Budget_Thousand_INR
February,Religious,Moderate,6,o,Food,15.81
July,City,Moderate,4,o,Food,14.47
December,Religious,Moderate,2,o,Adventure,11.99
May,Hill Station,Moderate,6,o,Shopping,18.13
April,Hill Station,Cold,7,o,Shopping,13.16
December,City,Moderate,1,o,Culture,9.08
April,City,Moderate,10,o,Shopping,13.56
May,Beach,Hot,3,o,Relaxation,23.66
August,Historical,Hot,1,o,Food,17.22
April,Religious,Moderate,14,o,Relaxation,9.94
February,Hill Station,Cold,10,o,Food,12.68
May,Hill Station,Cold,10,o,Culture,13.19
February,Religious,Moderate,2,o,Relaxation,9.35
October,Beach,Hot,7,o,Culture,17.45
February,Beach,Hot,2,o,Relaxation,22.9
February,City,Moderate,1,o,Relaxation,14.76
April,Wildlife,Moderate,1,o,Relaxation,17.16
May,Historical,Hot,1,o,Food,13.32
February,Hill Station,Cold,14,o,Food,14.77
May,Hill Station,Moderate,14,o,Shopping,16.24
January,City,Moderate,3,o,Adventure,13.16
February,Hill Station,Cold,5,o,Culture,15.94
January,Hill Station,Moderate,3,o,Shopping,16.87
February,Wildlife,Moderate,7,o,Shopping,20.01
August,Religious,Moderate,4,o,Food,8.91
October,Beach,Hot,10,o,Culture,15.27
January,Hill Station,Moderate,5,o,Relaxation,16.18
May,Beach,Hot,4,o,Shopping,21.09
May,Religious,Moderate,3,o,Culture,14.49
June,Hill Station,Cold,2,o,Shopping,9.68
July,Hill Station,Cold,1,o,Culture,16.03
February,Hill Station,Cold,4,o,Culture,15.18
June,Hill Station,Cold,6,o,Culture,14.48
May,Religious,Moderate,3,o,Food,7.02
November,Hill Station,Cold,3,o,Relaxation,19.04
June,Religious,Moderate,7,o,Food,13.76
November,Religious,Moderate,2,o,Relaxation,14.32
December,Historical,Hot,14,o,Adventure,12.96
August,Wildlife,Moderate,10,o,Food,14.63
June,Historical,Hot,2,o,Shopping,11.78
November,Beach,Hot,2,o,Shopping,18.77
September,Beach,Hot,2,o,Food,16.88
August,Wildlife,Moderate,3,o,Food,20.34
August,Hill Station,Cold,4,o,Food,16.97
February,Hill Station,Cold,5,o,Culture,20.42
July,City,Moderate,14,o,Food,14.0
May,Hill Station,Cold,2,o,Relaxation,20.52
October,Wildlife,Hot,7,o,Shopping,21.25
November,City,Moderate,2,o,Relaxation,16.62
September,City,Moderate,6,o,Culture,10.79
February,Wildlife,Moderate,14,o,Food,15.7
November,Religious,Moderate,7,o,Relaxation,13.68
June,Religious,Moderate,5,o,Adventure,12.0
October,City,Moderate,3,o,Relaxation,9.44
June,Historical,Hot,5,o,Food,11.03
September,Hill Station,Moderate,6,o,Relaxation,18.07
March,Historical,Hot,1,o,Adventure,12.91
June,Religious,Moderate,4,o,Adventure,11.81
January,Historical,Hot,6,o,Relaxation,10.46
April,City,Moderate,6,o,Culture,12.98
August,City,Moderate,14,o,Adventure,10.68
August,Religious,Moderate,14,o,Shopping,5.18
February,Wildlife,Hot,1,o,Relaxation,16.16
March,Religious,Moderate,1,o,Shopping,9.6
May,City,Moderate,10,o,Food,9.88
May,Hill Station,Moderate,7,o,Relaxation,13.9
November,Hill Station,Cold,10,o,Culture,17.3
February,Wildlife,Moderate,1,o,Culture,15.78
July,Religious,Moderate,7,o,Food,10.27
July,Historical,Hot,5,o,Food,14.27
March,City,Moderate,5,o,Shopping,11.88
December,City,Moderate,5,o,Adventure,15.37
February,Wildlife,Hot,2,o,Shopping,11.14
August,Hill Station,Cold,10,o,Food,11.5
March,Hill Station,Cold,6,o,Relaxation,20.57
November,Historical,Hot,5,o,Culture,16.1
April,Beach,Hot,3,o,Shopping,19.86
September,City,Moderate,10,o,Shopping,15.35
November,Religious,Moderate,1,o,Food,13.77
April,Beach,Hot,14,o,Culture,22.99
October,Hill Station,Moderate,14,o,Shopping,14.76
July,Wildlife,Hot,3,o,Culture,18.52
May,City,Moderate,14,o,Adventure,16.34
January,Hill Station,Cold,2,o,Relaxation,14.14
April,Wildlife,Moderate,3,o,Culture,19.87
June,Beach,Hot,7,o,Culture,18.58
February,City,Moderate,3,o,Food,11.04
February,Historical,Hot,10,o,Food,17.71
May,Hill Station,Moderate,4,o,Relaxation,14.67
December,Historical,Hot,3,o,Relaxation,14.58
May,City,Moderate,1,o,Shopping,5.0
July,Religious,Moderate,3,o,Relaxation,19.14
April,City,Moderate,2,o,Relaxation,17.51
February,Hill Station,Cold,2,o,Culture,12.17
January,Hill Station,Moderate,7,o,Relaxation,16.97
April,Hill Station,Moderate,7,o,Adventure,15.23
January,Religious,Moderate,6,o,Adventure,5.69
November,Beach,Hot,5,o,Adventure,20.49
August,City,Moderate,4,o,Shopping,13.39
September,Religious,Moderate,5,o,Relaxation,10.35
July,Religious,Moderate,2,o,Culture,14.41
November,Hill Station,Moderate,6,o,Adventure,13.64
December,Religious,Moderate,3,o,Culture,15.6
May,Historical,Hot,6,o,Food,11.8
June,City,Moderate,14,o,Shopping,16.49
March,Beach,Moderate,6,o,Food,20.64
October,Hill Station,Cold,5,o,Culture,14.71
March,Hill Station,Cold,4,o,Relaxation,18.71
April,City,Moderate,6,o,Food,12.23
November,Wildlife,Hot,6,o,Relaxation,18.61
September,Religious,Moderate,1,o,Food,13.31
June,City,Moderate,1,o,Shopping,13.0
November,Historical,Hot,10,o,Food,6.19
May,Beach,Hot,3,o,Culture,18.62
December,City,Moderate,10,o,Culture,9.81
May,Historical,Hot,5,o,Shopping,10.34
October,City,Moderate,4,o,Culture,11.28
May,Hill Station,Cold,1,o,Shopping,19.31
July,Hill Station,Cold,14,o,Adventure,14.84
May,Wildlife,Hot,14,o,Shopping,21.25
June,Historical,Hot,6,o,Shopping,15.06
October,Beach,Hot,4,o,Shopping,25.61
November,Wildlife,Moderate,7,o,Culture,15.5
February,Hill Station,Moderate,1,o,Relaxation,12.84
March,City,Moderate,6,o,Shopping,15.35
October,City,Moderate,7,o,Relaxation,15.12
January,Hill Station,Moderate,4,o,Shopping,17.33
January,Beach,Hot,10,o,Shopping,25.67
March,Wildlife,Moderate,6,o,Shopping,17.03
May,Religious,Moderate,4,o,Shopping,9.02
April,Hill Station,Cold,3,o,Adventure,15.71
December,City,Moderate,5,o,Relaxation,19.41
March,Beach,Hot,10,o,Culture,18.99
November,Wildlife,Moderate,4,o,Relaxation,15.07
October,Historical,Hot,5,o,Shopping,9.81
June,Wildlife,Moderate,5,o,Culture,21.93
June,Wildlife,Hot,10,o,Food,13.64
August,Religious,Moderate,4,o,Relaxation,13.21
December,Religious,Moderate,5,o,Shopping,13.78
December,Religious,Moderate,2,o,Shopping,14.53
March,Wildlife,Hot,5,o,Relaxation,22.5
October,Hill Station,Moderate,4,o,Relaxation,9.69
July,Historical,Hot,2,o,Shopping,8.31
December,Historical,Hot,1,o,Culture,9.59
May,Religious,Moderate,7,o,Adventure,9.59
February,City,Moderate,3,o,Adventure,12.1
September,Wildlife,Moderate,2,o,Relaxation,15.66
January,Hill Station,Moderate,3,o,Culture,15.66
December,Religious,Moderate,3,o,Food,11.11
November,Hill Station,Cold,6,o,Culture,9.11
September,Wildlife,Moderate,3,o,Relaxation,15.58
August,Historical,Hot,5,o,Shopping,11.26
April,Beach,Hot,6,o,Food,16.61
April,Religious,Moderate,10,o,Relaxation,8.27
September,Beach,Hot,4,o,Shopping,19.0
March,Wildlife,Moderate,2,o,Food,14.84
January,City,Moderate,3,o,Adventure,12.21
August,Historical,Hot,3,o,Shopping,12.9
November,Hill Station,Cold,5,o,Relaxation,14.87
November,Religious,Moderate,7,o,Food,13.72
February,City,Moderate,6,o,Shopping,14.22
February,City,Moderate,1,o,Relaxation,12.79
September,City,Moderate,14,o,Adventure,10.61
August,Beach,Moderate,4,o,Food,21.24
August,Hill Station,Moderate,4,o,Adventure,15.93
April,Beach,Hot,2,o,Shopping,22.42
May,Beach,Moderate,2,o,Relaxation,20.13
June,Religious,Moderate,1,o,Food,12.38
October,Beach,Hot,1,o,Culture,22.74
September,Wildlife,Moderate,1,o,Shopping,17.4
March,Hill Station,Cold,3,o,Shopping,17.03
March,Hill Station,Cold,2,o,Adventure,16.05
March,Wildlife,Hot,4,o,Culture,18.03
July,Wildlife,Hot,1,o,Food,12.73
February,Beach,Hot,6,o,Relaxation,17.08
February,Wildlife,Hot,10,o,Culture,17.69
January,City,Moderate,4,o,Food,10.83
September,Beach,Hot,14,o,Adventure,22.37
January,Wildlife,Moderate,5,o,Shopping,17.15
January,Hill Station,Moderate,3,o,Culture,12.93
April,Religious,Moderate,1,o,Adventure,10.67
November,Hill Station,Moderate,14,o,Food,13.56
September,Historical,Hot,10,o,Culture,12.09
June,City,Moderate,1,o,Food,13.34
February,Wildlife,Hot,5,o,Food,15.63
October,City,Moderate,10,o,Culture,18.31
July,Beach,Hot,5,o,Shopping,13.95
August,Religious,Moderate,3,o,Relaxation,6.98
February,Wildlife,Hot,14,o,Culture,18.62
January,Hill Station,Cold,5,o,Relaxation,17.2
January,Beach,Moderate,5,o,Culture,24.27
August,Historical,Hot,7,o,Adventure,17.98
October,City,Moderate,4,o,Culture,14.33
July,Wildlife,Moderate,7,o,Adventure,20.99
August,Historical,Hot,14,o,Adventure,10.23
September,Religious,Moderate,6,o,Food,8.42
May,Wildlife,Hot,2,o,Shopping,17.29
November,Hill Station,Moderate,7,o,Shopping,14.32
May,Historical,Hot,2,o,Shopping,13.95
April,Wildlife,Hot,10,o,Food,22.91
August,Wildlife,Moderate,10,o,Relaxation,14.8
May,Hill Station,Cold,4,o,Relaxation,11.67
June,Hill Station,Moderate,14,o,Culture,14.29
August,Beach,Hot,14,o,Relaxation,22.65
January,Hill Station,Cold,5,o,Shopping,14.33
April,Hill Station,Cold,7,o,Food,14.69
August,City,Moderate,6,o,Food,9.17
December,Historical,Hot,3,o,Shopping,11.76
August,Hill Station,Cold,4,o,Relaxation,15.89
March,City,Moderate,6,o,Adventure,12.39
February,Historical,Hot,3,o,Relaxation,11.52
September,Beach,Hot,6,o,Adventure,17.8
February,Historical,Hot,6,o,Food,14.35
March,Beach,Hot,6,o,Culture,21.82
January,Historical,Hot,14,o,Adventure,11.16
August,Religious,Moderate,14,o,Culture,6.86
January,Beach,Moderate,4,o,Food,21.24
February,Hill Station,Moderate,4,o,Culture,16.58
November,Religious,Moderate,4,o,Culture,5.0
December,Beach,Moderate,14,o,Shopping,19.17
January,City,Moderate,10,o,Shopping,13.11
January,Hill Station,Cold,10,o,Adventure,14.52
May,City,Moderate,4,o,Adventure,10.85
January,Beach,Hot,5,o,Adventure,18.64
May,Religious,Moderate,5,o,Shopping,12.57
August,Beach,Hot,2,o,Food,21.14
September,Religious,Moderate,10,o,Relaxation,12.71
June,Historical,Hot,10,o,Adventure,9.69
January,Religious,Moderate,6,o,Culture,15.56
July,City,Moderate,7,o,Food,12.06
September,Hill Station,Cold,10,o,Culture,19.59
March,City,Moderate,10,o,Culture,17.86
November,Wildlife,Hot,2,o,Relaxation,16.05
September,City,Moderate,14,o,Food,13.1
April,Historical,Hot,5,o,Shopping,10.07
November,Religious,Moderate,3,o,Adventure,10.9
October,Beach,Moderate,14,o,Relaxation,18.47
October,Beach,Hot,1,o,Culture,20.55
April,Hill Station,Moderate,3,o,Adventure,16.83
December,Religious,Moderate,5,o,Culture,9.81
July,Wildlife,Moderate,10,o,Culture,17.77
November,Historical,Hot,5,o,Culture,8.54
July,Hill Station,Cold,1,o,Shopping,13.89
September,City,Moderate,4,o,Shopping,14.79
July,Wildlife,Hot,5,o,Adventure,16.89
August,City,Moderate,10,o,Shopping,12.19
December,Historical,Hot,7,o,Shopping,13.04
August,Historical,Hot,7,o,Culture,5.46
January,Hill Station,Cold,14,o,Relaxation,14.83
October,Religious,Moderate,7,o,Relaxation,14.23
March,City,Moderate,2,o,Culture,11.62
May,Historical,Hot,14,o,Adventure,15.98
March,Wildlife,Hot,14,o,Food,8.96
August,Wildlife,Moderate,6,o,Relaxation,21.64
March,City,Moderate,1,o,Relaxation,12.8
June,Historical,Hot,1,o,Food,13.02
September,Historical,Hot,10,o,Food,8.81
July,Religious,Moderate,5,o,Food,12.58
August,Hill Station,Cold,3,o,Shopping,13.88
April,City,Moderate,1,o,Shopping,15.88
May,Beach,Hot,4,o,Adventure,14.98
September,Hill Station,Cold,4,o,Adventure,9.56
January,Wildlife,Hot,2,o,Relaxation,13.9
May,Hill Station,Cold,1,o,Food,20.75
September,Historical,Hot,14,o,Culture,14.49
August,City,Moderate,6,o,Food,10.77
June,City,Moderate,3,o,Culture,11.85
June,Wildlife,Hot,2,o,Adventure,15.64
October,City,Moderate,10,o,Shopping,14.96
December,City,Moderate,14,o,Shopping,12.88
August,Beach,Hot,14,o,Adventure,12.22
November,Beach,Hot,4,o,Adventure,19.84
July,City,Moderate,7,o,Shopping,10.84
December,Beach,Moderate,6,o,Food,16.51
February,Religious,Moderate,10,o,Culture,10.52
November,Religious,Moderate,7,o,Culture,9.61
October,Hill Station,Cold,2,o,Food,19.27
May,Religious,Moderate,7,o,Relaxation,11.15
July,Wildlife,Hot,3,o,Shopping,19.09
November,Wildlife,Moderate,14,o,Shopping,13.57
September,City,Moderate,6,o,Shopping,13.21
August,Hill Station,Cold,4,o,Food,13.22
December,Historical,Hot,1,o,Food,11.93
November,Hill Station,Cold,10,o,Relaxation,19.24
June,Hill Station,Cold,3,o,Food,13.77
November,Hill Station,Moderate,10,o,Food,16.05
February,Beach,Hot,6,o,Relaxation,16.31
January,Religious,Moderate,5,o,Food,11.68
May,City,Moderate,5,o,Relaxation,16.89
January,Historical,Hot,2,o,Relaxation,15.79
July,Historical,Hot,4,o,Shopping,11.83
April,Religious,Moderate,6,o,Food,9.57
April,Hill Station,Cold,3,o,Culture,13.01
April,Historical,Hot,14,o,Culture,14.71
April,Hill Station,Moderate,1,o,Adventure,12.69
June,Religious,Moderate,14,o,Culture,12.78
March,City,Moderate,1,o,Culture,16.78
May,Beach,Hot,4,o,Food,17.59
May,City,Moderate,6,o,Shopping,17.61
March,Hill Station,Moderate,14,o,Relaxation,18.56
March,Hill Station,Cold,5,o,Adventure,18.18
April,City,Moderate,2,o,Culture,12.04
August,Hill Station,Cold,2,o,Shopping,16.49
November,Religious,Moderate,6,o,Relaxation,10.88
August,Religious,Moderate,10,o,Relaxation,15.6
July,Religious,Moderate,6,o,Shopping,10.07
July,City,Moderate,2,o,Shopping,15.36
June,Historical,Hot,10,o,Shopping,14.53
May,Beach,Hot,14,o,Culture,19.15
February,Hill Station,Cold,3,o,Shopping,11.33
February,Historical,Hot,6,o,Shopping,9.25
April,Religious,Moderate,3,o,Food,8.54
August,Wildlife,Hot,1,o,Relaxation,18.01
January,Beach,Hot,2,o,Culture,21.79
November,Beach,Hot,4,o,Relaxation,17.15
March,Wildlife,Moderate,10,o,Shopping,15.11
March,Wildlife,Hot,5,o,Food,12.29
April,Historical,Hot,2,o,Relaxation,13.52
August,Beach,Hot,2,o,Relaxation,26.55
August,Religious,Moderate,6,o,Relaxation,12.88
December,Wildlife,Hot,6,o,Food,21.11
May,City,Moderate,3,o,Adventure,15.36
November,Hill Station,Cold,3,o,Shopping,13.97
November,Beach,Moderate,6,o,Shopping,15.57
January,Wildlife,Hot,5,o,Adventure,17.73
May,City,Moderate,4,o,Shopping,17.36
May,Historical,Hot,4,o,Culture,9.16
February,Beach,Hot,5,o,Food,21.47
November,Beach,Hot,1,o,Adventure,22.77
August,Historical,Hot,7,o,Relaxation,13.29
March,Religious,Moderate,10,o,Culture,12.53
August,Wildlife,Moderate,14,o,Food,13.64
January,City,Moderate,4,o,Adventure,13.33
January,Beach,Hot,1,o,Relaxation,20.51
November,Hill Station,Cold,7,o,Adventure,11.57
September,Beach,Hot,7,o,Culture,23.21
June,Religious,Moderate,5,o,Shopping,10.99
July,Historical,Hot,2,o,Food,12.55
November,Historical,Hot,5,o,Food,11.26
May,Historical,Hot,5,o,Relaxation,13.71
March,Historical,Hot,5,o,Relaxation,9.97
September,Historical,Hot,5,o,Shopping,14.98
December,Hill Station,Cold,7,o,Culture,14.24
February,Religious,Moderate,10,o,Culture,11.61
June,City,Moderate,2,o,Relaxation,12.17
December,Wildlife,Moderate,10,o,Adventure,20.65
December,Historical,Hot,6,o,Culture,9.84
July,Wildlife,Hot,1,o,Culture,20.29
August,Hill Station,Cold,6,o,Relaxation,13.72
July,Beach,Moderate,5,o,Food,16.75
February,Wildlife,Moderate,1,o,Relaxation,18.67
March,Wildlife,Moderate,6,o,Relaxation,13.25
June,Hill Station,Cold,10,o,Culture,13.52
August,Wildlife,Hot,3,o,Relaxation,17.07
July,Beach,Hot,1,o,Shopping,19.14
March,City,Moderate,7,o,Culture,13.04
March,City,Moderate,10,o,Adventure,15.6
August,Hill Station,Cold,3,o,Relaxation,9.79
January,Beach,Hot,4,o,Adventure,19.36
November,City,Moderate,4,o,Culture,11.23
October,Wildlife,Hot,6,o,Relaxation,16.64
October,Hill Station,Cold,7,o,Culture,11.68
August,Beach,Moderate,7,o,Adventure,20.3
October,Religious,Moderate,1,o,Relaxation,14.43
April,Wildlife,Moderate,5,o,Food,12.27
November,Historical,Hot,1,o,Shopping,8.16
March,Hill Station,Moderate,5,o,Food,12.75
July,City,Moderate,7,o,Shopping,13.75
April,Wildlife,Hot,7,o,Food,20.33
November,Religious,Moderate,5,o,Food,12.43
March,Beach,Hot,6,o,Food,17.25
June,Religious,Moderate,6,o,Food,13.41
November,Wildlife,Hot,7,o,Culture,16.12
July,Beach,Moderate,7,o,Relaxation,17.11
March,Wildlife,Hot,6,o,Relaxation,16.46
April,Historical,Hot,5,o,Shopping,18.53
December,Religious,Moderate,3,o,Food,5.53
August,Historical,Hot,3,o,Culture,9.78
November,Beach,Hot,5,o,Culture,18.12
February,Historical,Hot,1,o,Shopping,5.0
October,City,Moderate,7,o,Culture,17.41
September,Hill Station,Moderate,7,o,Shopping,22.28
December,Beach,Hot,14,o,Food,21.11
May,Historical,Hot,5,o,Culture,12.18
June,Hill Station,Moderate,2,o,Food,13.81
December,Wildlife,Moderate,6,o,Food,19.16
November,Historical,Hot,5,o,Relaxation,11.52
September,City,Moderate,4,o,Food,11.23
September,Religious,Moderate,4,o,Adventure,5.0
July,Wildlife,Hot,4,o,Adventure,21.53
October,City,Moderate,2,o,Shopping,5.0
August,Beach,Moderate,4,o,Shopping,17.33
November,Religious,Moderate,3,o,Adventure,13.71
July,Beach,Hot,4,o,Adventure,23.44
January,Hill Station,Moderate,1,o,Relaxation,14.81
October,Religious,Moderate,2,o,Relaxation,6.63
February,City,Moderate,4,o,Relaxation,19.31
November,Beach,Hot,2,o,Relaxation,20.8
September,City,Moderate,3,o,Food,18.04
January,Hill Station,Cold,3,o,Shopping,14.76
October,Beach,Hot,7,o,Food,22.35
February,Historical,Hot,3,o,Adventure,16.4
January,Wildlife,Moderate,4,o,Food,20.28
November,Hill Station,Moderate,6,o,Shopping,12.35
December,Historical,Hot,1,o,Adventure,10.23
November,Religious,Moderate,2,o,Food,15.64
April,Historical,Hot,3,o,Culture,10.11
April,City,Moderate,5,o,Food,13.3
June,Beach,Hot,2,o,Adventure,17.74
May,City,Moderate,7,o,Shopping,14.53
August,Wildlife,Hot,1,o,Adventure,19.91
March,Religious,Moderate,10,o,Adventure,10.71
May,Beach,Hot,1,o,Adventure,14.95
January,Hill Station,Cold,14,o,Food,11.02
November,Religious,Moderate,2,o,Culture,17.32
February,Beach,Hot,7,o,Relaxation,13.76
June,Religious,Moderate,4,o,Adventure,11.84
September,Beach,Hot,4,o,Adventure,16.69
December,Beach,Hot,10,o,Relaxation,17.13
March,Historical,Hot,1,o,Culture,12.07
February,Beach,Hot,2,o,Relaxation,16.68
June,Historical,Hot,5,o,Food,15.55
July,Beach,Hot,10,o,Relaxation,21.52
December,Religious,Moderate,2,o,Adventure,15.13
February,Historical,Hot,2,o,Food,12.25
July,Historical,Hot,3,o,Food,17.2
June,Wildlife,Hot,2,o,Relaxation,15.14
July,City,Moderate,5,o,Food,17.45
April,Beach,Hot,1,o,Shopping,18.59
October,Beach,Hot,5,o,Adventure,18.11
April,Hill Station,Cold,1,o,Culture,11.3
April,City,Moderate,2,o,Culture,17.03
January,Wildlife,Hot,6,o,Adventure,18.07
June,Hill Station,Cold,1,o,Culture,15.08
June,Wildlife,Moderate,3,o,Food,17.4
August,Wildlife,Hot,10,o,Shopping,19.75
September,Hill Station,Cold,5,o,Shopping,17.53
August,Historical,Hot,1,o,Food,15.38
November,Religious,Moderate,4,o,Food,10.7
May,Hill Station,Cold,5,o,Shopping,17.46
April,Hill Station,Moderate,6,o,Food,20.13
August,City,Moderate,3,o,Adventure,14.76
November,Historical,Hot,10,o,Shopping,6.99
March,Beach,Hot,1,o,Food,23.32
January,Hill Station,Cold,6,o,Relaxation,17.72
February,Hill Station,Cold,4,o,Relaxation,12.02
April,City,Moderate,7,o,Shopping,12.32
October,Wildlife,Hot,1,o,Adventure,15.92
May,City,Moderate,1,o,Relaxation,9.1
February,Historical,Hot,10,o,Adventure,16.3
February,Religious,Moderate,2,o,Shopping,8.91
May,Historical,Hot,14,o,Shopping,13.59
July,City,Moderate,14,o,Food,17.07
November,Wildlife,Moderate,2,o,Relaxation,17.6
August,Beach,Hot,1,o,Adventure,21.38
November,City,Moderate,2,o,Food,11.5
January,Beach,Hot,2,o,Food,21.6
December,Hill Station,Cold,7,o,Culture,17.81
August,Historical,Hot,7,o,Shopping,11.42
May,Hill Station,Cold,7,o,Relaxation,15.7
August,Religious,Moderate,1,o,Adventure,12.6
August,Wildlife,Hot,7,o,Adventure,13.32
August,City,Moderate,10,o,Adventure,13.4
November,Hill Station,Cold,4,o,Relaxation,11.79
December,Wildlife,Moderate,6,o,Culture,16.32
September,Beach,Hot,3,o,Shopping,21.98
June,Historical,Hot,4,o,Relaxation,9.29
October,Religious,Moderate,6,o,Adventure,10.38
May,Religious,Moderate,14,o,Food,15.06
June,Wildlife,Hot,14,o,Relaxation,17.9
March,Historical,Hot,4,o,Shopping,7.03
November,Beach,Hot,1,o,Shopping,15.29
October,Beach,Hot,4,o,Adventure,24.59
April,Wildlife,Hot,14,o,Shopping,21.05
September,City,Moderate,5,o,Culture,10.66
April,City,Moderate,14,o,Shopping,18.15
November,Beach,Moderate,6,o,Shopping,20.28
February,Beach,Moderate,14,o,Food,23.02
July,Religious,Moderate,3,o,Shopping,20.2
June,Beach,Hot,4,o,Relaxation,19.79
July,Beach,Hot,3,o,Adventure,22.18
July,Hill Station,Cold,4,o,Shopping,15.02
February,Beach,Hot,5,o,Adventure,16.75
June,Religious,Moderate,7,o,Adventure,9.34
December,Religious,Moderate,6,o,Culture,10.37
July,Beach,Moderate,3,o,Relaxation,21.74
April,Wildlife,Moderate,4,o,Relaxation,18.4
May,City,Moderate,5,o,Adventure,12.73
December,City,Moderate,2,o,Culture,17.83
May,Religious,Moderate,5,o,Relaxation,10.05
February,Beach,Hot,10,o,Adventure,19.25
May,City,Moderate,5,o,Food,12.76
November,Wildlife,Hot,5,o,Shopping,15.17
September,Beach,Hot,5,o,Food,16.59
April,Beach,Hot,14,o,Shopping,20.69
March,Hill Station,Cold,2,o,Adventure,19.81
August,Hill Station,Moderate,3,o,Culture,17.04
March,City,Moderate,14,o,Culture,14.09
